business_id,date,likes,text,user_id
PK6aSizckHFWk8i0oxt5DA,2011-05-12 00:00:00,0,McDonalds should shut down,cPB28DfZbBOE3Fi4KpawOg
PK6aSizckHFWk8i0oxt5DA,2013-08-30 00:00:00,0,Quick drive thru service.,jnmqaqzClH_HoUaaob3Ibg
PK6aSizckHFWk8i0oxt5DA,2011-05-11 00:00:00,0,The most UNfriendly service!,WPG2gqOOn_ve5Xe5cT7oOQ
yHTLTr-QN-loO_7XoxS8qg,2012-03-26 00:00:00,0,Art supplies for hubby!,3BGWwL-E-kLIqt7OtojcVg
yHTLTr-QN-loO_7XoxS8qg,2012-11-08 00:00:00,0,"Download the Michael's iPhone app! It provides you with all the coupons available at that time, and the coupons are reusable. I just used the same 50% off one item coupon two days in a row!",Q3fFv_ft17OyV-NRF1iQxw
yHTLTr-QN-loO_7XoxS8qg,2013-12-29 00:00:00,0,Be nice to the employees and you'll get better service.,d-uP77NVz-fiiu6g-fm1EA
yHTLTr-QN-loO_7XoxS8qg,2012-03-26 00:00:00,0,Grabbing some paints and brushes.,Sue6ZMVoc08_KDhV26V_Jw
6ilJq_05xRgek_8qUp36-g,2011-05-04 00:00:00,0,Great milkshakes,jo5fJQK8pMrnesTNu0kXSA
6ilJq_05xRgek_8qUp36-g,2011-09-09 00:00:00,0,24 hours baby! Drive thru too.,B5WkNWDxZ-baWoQc6DBNHA
6ilJq_05xRgek_8qUp36-g,2011-10-16 00:00:00,0,Breakfast till 11am.,B5WkNWDxZ-baWoQc6DBNHA
6ilJq_05xRgek_8qUp36-g,2012-03-04 00:00:00,0,Cheap-o lunch with the wife before we go back to work on assembling furniture at the new Casa.,Sue6ZMVoc08_KDhV26V_Jw
6ilJq_05xRgek_8qUp36-g,2012-03-25 00:00:00,0,Claw machine here!,B5WkNWDxZ-baWoQc6DBNHA
6ilJq_05xRgek_8qUp36-g,2013-01-01 00:00:00,0,Grabbin a burger with young Dee,pRYGEZdwk1sdoAG0WL5EJA
6ilJq_05xRgek_8qUp36-g,2014-06-22 00:00:00,0,They are open 24-7 breakfast then burgers,UDNzg_BLNaNkHCRU6YVkYA
6ilJq_05xRgek_8qUp36-g,2014-11-16 00:00:00,0,"Burgers and frys. Fast, cheap and better than McD.",7KujvBtn08LWJlP018iunA
6ilJq_05xRgek_8qUp36-g,2014-11-22 00:00:00,0,"The grilled chicken taco salad is awesome! The seasoning on the chicken is so good that you barely need dressing, so steak n shake drizzled some ranch to keep everyone happy! Awesome mixture of everything yummy!",jThUkO26of_9arLY5zUszg
MKyk4F4HSzHF8v-4cYe3Ww,2012-12-15 00:00:00,0,"Tip your servers, bartenders, and piano men. :)",5nXIA90CxKH7V_3mObTSwQ
MKyk4F4HSzHF8v-4cYe3Ww,2014-07-24 00:00:00,0,Make a reservation. Great for bachelorette parties!,eK6xq1LWBlbeqaObP39_0w
gClSqcwuLsgyZRCzhJc7Dg,2012-03-04 00:00:00,0,The employees were very helpful. They got me set up with everything I needed for my basement shelving needs: cinder blocks and wood.,Sue6ZMVoc08_KDhV26V_Jw
gClSqcwuLsgyZRCzhJc7Dg,2012-09-01 00:00:00,0,Finally replacing that lightbulb...,cNsuaATGLVUUpDSkChEk-g
gClSqcwuLsgyZRCzhJc7Dg,2012-09-15 00:00:00,0,I guess there's no such thing as fall vegetables in Pennsylvania. They stop selling vegetables in July.,Sue6ZMVoc08_KDhV26V_Jw
gClSqcwuLsgyZRCzhJc7Dg,2014-02-09 00:00:00,0,Yea.   No salt!,nYKao-8w_IOj4Mv8QWb2vg
gClSqcwuLsgyZRCzhJc7Dg,2011-05-08 00:00:00,0,Flahers!!!,QcGi0cDzzGLb3LmiI33Psg
1qCuOcks5HRv67OHovAVpg,2012-01-16 00:00:00,0,Mon-Fri hsppy hour 5-7pm. 50% off craft beers & apps!,neBCZl1X_pDl11y7nVYFoQ
1qCuOcks5HRv67OHovAVpg,2012-02-17 00:00:00,0,Absolutely loved the Fish Taco's tonite.   Wayyyy.   Tooo much food!,PA9PH4-CVAueoG29yS3S2A
1qCuOcks5HRv67OHovAVpg,2012-05-22 00:00:00,0,Mojo risin on draft!,xMAkjQDQBH-N0EfhegaOXA
1qCuOcks5HRv67OHovAVpg,2012-07-10 00:00:00,0,Get the mild and wild wings ! You won't regret it.,LDK2SJ4Y14C6Nsub4refOQ
1qCuOcks5HRv67OHovAVpg,2014-04-04 00:00:00,0,They have excellent chicken & fish,Nf0SSRgStO8scYoPSNVqag
1qCuOcks5HRv67OHovAVpg,2014-10-18 00:00:00,0,Half priced appetizers after 9 on week nights.,JPPhyFE-UE453zA6K0TVgw
sbW8qHJgzEIH42B0S-3New,2011-06-01 00:00:00,0,Half off Wednesday!,tVikjk7YmJT721gEIdc2UQ
sbW8qHJgzEIH42B0S-3New,2012-06-02 00:00:00,0,Girls Night with Medina & her friend Teyah!!! While the Men & Boys of the house are away playing Basketball the Girls must play!!!,Nf0SSRgStO8scYoPSNVqag
sbW8qHJgzEIH42B0S-3New,2012-08-07 00:00:00,1,"If you can avoid the bathrooms, do so! Every time I have been there they were a mess! The staff did not seem to care when they were informed.",WPG2gqOOn_ve5Xe5cT7oOQ
sbW8qHJgzEIH42B0S-3New,2012-08-22 00:00:00,0,Great place to take the kids for the last day of summer vacation! A family favorite.,7JDMwDRjhGFEpsL_vqKyRQ
sbW8qHJgzEIH42B0S-3New,2012-09-08 00:00:00,0,It's Family Fun!!!,Nf0SSRgStO8scYoPSNVqag
sbW8qHJgzEIH42B0S-3New,2013-01-04 00:00:00,0,Horribly managed. Waiting 30 minutes for your check is unacceptable.,0LzlRSXLhEsVSWFEvW_5yg
sbW8qHJgzEIH42B0S-3New,2013-01-12 00:00:00,0,Dave & Buster time with my Kyi!,Nf0SSRgStO8scYoPSNVqag
sbW8qHJgzEIH42B0S-3New,2013-02-09 00:00:00,0,1 beer per hour maximum policy. 21 & up after 10pm,X9PkJksjTibFgC69cu0_hw
sbW8qHJgzEIH42B0S-3New,2013-03-09 00:00:00,0,Celebrating first places and a birfday!,cvQenf4GS1SOadB5g5Qd0A
sbW8qHJgzEIH42B0S-3New,2013-12-15 00:00:00,0,These Kids are loving it!!!,Nf0SSRgStO8scYoPSNVqag
sbW8qHJgzEIH42B0S-3New,2014-04-23 00:00:00,0,"Wednesdays are half-off game day!!!  Bought a ""Make a wish"" star for $5.00 and got 2 hours of free video game playing",we8uhGH722QC07wrXNHp0g
sbW8qHJgzEIH42B0S-3New,2014-06-08 00:00:00,0,"If you see Rachel, Sharon or Topanga...tell them I said they're awesome!!!",a0ULPTNi05w-BNVovVUz2w
sbW8qHJgzEIH42B0S-3New,2014-07-07 00:00:00,0,Eat and play,ylIgegaQaJOjL4_lH2EkFA
sbW8qHJgzEIH42B0S-3New,2015-01-03 00:00:00,0,"Such a fun atmosphere. Bigger then providence, RI",VrnduKzOd2zmJlBkbLna5A
sbW8qHJgzEIH42B0S-3New,2011-03-18 00:00:00,0,Killed stuff & drove like a mad man,G7KQF0U0p25nf07dObPeVg
McikHxxEqZ2X0joaRNKlaw,2010-05-26 00:00:00,0,Sign up for the mug club!,Abrkd94L1fFs1Xgcp7MAbQ
McikHxxEqZ2X0joaRNKlaw,2010-08-09 00:00:00,0,Uppity Jagoff IPA is on tap now as one of the brewmaster's choices. It's really a good IPA,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-02-17 00:00:00,0,Mug club!,B5WkNWDxZ-baWoQc6DBNHA
McikHxxEqZ2X0joaRNKlaw,2011-04-15 00:00:00,0,Get the nachos! They will fill you up.,Abrkd94L1fFs1Xgcp7MAbQ
McikHxxEqZ2X0joaRNKlaw,2011-04-18 00:00:00,0,Mmmm...enjoying a flavorful & surprisingly smoothe Scotish Ale considering it's an 8%er,cF2CgY-_zNTBtQpaP_CeVw
McikHxxEqZ2X0joaRNKlaw,2011-06-02 00:00:00,0,Trivia thursdays with todd! Best night of the week with great friends!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-06-05 00:00:00,0,Ball park pretzels are the best!,izrGea9JvRtmaTaQEwrO3w
McikHxxEqZ2X0joaRNKlaw,2011-06-16 00:00:00,0,Trivia time!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-06-16 00:00:00,0,Mmmmmmmm west coast IPA I don't drink no stinkin PBR!,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-06-30 00:00:00,0,Trivia night!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-07-21 00:00:00,0,Here for the hefeweitzen tapping.,AhbHvWC9Zm8SI4Agvs-UvQ
McikHxxEqZ2X0joaRNKlaw,2011-08-03 00:00:00,0,Uppity jagoff IPA and a ballpark pretzel!,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-08-10 00:00:00,0,House IPA and just enjoying the band Good Brother Earl.,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-08-11 00:00:00,0,Mehhhhh,QcGi0cDzzGLb3LmiI33Psg
McikHxxEqZ2X0joaRNKlaw,2011-08-11 00:00:00,0,Trivia night!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-08-12 00:00:00,0,Remind Paul to kick out the Mullet Headed grease monkeys.,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-09-06 00:00:00,0,"Half sandwich, cup of chili and mug of High Level Brown. Lunch of champions.",AhbHvWC9Zm8SI4Agvs-UvQ
McikHxxEqZ2X0joaRNKlaw,2011-10-05 00:00:00,0,"Rocktoberfest! Let's do a vegan burger on a pretzel roll, with German ketchup, sautéed onions, mushrooms and a Baltic porter! .",bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-10-06 00:00:00,0,"Rocktoberfest, beer tasting and brats!",AhbHvWC9Zm8SI4Agvs-UvQ
McikHxxEqZ2X0joaRNKlaw,2011-10-13 00:00:00,0,Birthday trivia night!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-10-30 00:00:00,0,Witch's Brew Pumpkin Ale!,bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-11-17 00:00:00,0,My usual thursday night fun night!,wF2GUprZUxRi2DIInefH-w
McikHxxEqZ2X0joaRNKlaw,2011-11-26 00:00:00,0,"All decorated for Xmas, West Coast iPA and ballpark pretzels. Oh Hell Ya!",bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-11-27 00:00:00,0,"Winter Wheat - orange, coriander, nutmeg and a subtle touch of cinnamon. Perfection!",bvu13GyOUwhEjPum2xjiqQ
McikHxxEqZ2X0joaRNKlaw,2011-11-29 00:00:00,0,Good beer.,NrSZrF8zJkQ9qBFI8-g03A
McikHxxEqZ2X0joaRNKlaw,2012-01-02 00:00:00,0,"To Josh and all the people at the Rock, awesome party on NYE, great food and the brews were as good as always. Great way to ring in '12!",bvu13GyOUwhEjPum2xjiqQ
